"RNAiID","batchID","RNAi_geneName","RNAi_WBID","RNAi_seeding_stage","intended_RNAi_gene_name","intended_RNAi_WBID","note","RNAi_identity_QC","isValidRNAi","isICEL","isMetabolic","incl_in_mGRN","isResponsive","N_DE_targetExcluded"
"x.eppl_1 met9_lib5","met9_lib5","eppl-1","WBGene00020139","L1","eppl-1","WBGene00020139",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.rpb_12 met9_lib5","met9_lib5","rpb-12","WBGene00009078","L1","rpb-12","WBGene00009078",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,131
"x.C34C6.4 met9_lib5","met9_lib5","C34C6.4","WBGene00007917","L1","C34C6.4","WBGene00007917",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.ogdh_1 met9_lib5","met9_lib5","ogdh-1","WBGene00020679","L1","ogdh-1","WBGene00020679",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,917
"x.wac_1.1 met9_lib5","met9_lib5","wac-1.1","WBGene00012734","L1","acox-1.4","WBGene00008567",NA,"swap",TRUE,FALSE,FALSE,FALSE,TRUE,7
"x.plpp_1.1 met9_lib5","met9_lib5","plpp-1.1","WBGene00018756","L1","plpp-1.1","WBGene00018756",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,24
"x.mars_1 met9_lib5","met9_lib5","mars-1","WBGene00003415","L2","mars-1","WBGene00003415",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,785
"x.hars_1 met9_lib5","met9_lib5","hars-1","WBGene00002001","L2","hars-1","WBGene00002001",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,988
"x.F19B6.1 met9_lib5","met9_lib5","F19B6.1","WBGene00008948","L2","F19B6.1","WBGene00008948",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,2601
"x.vha_6 met9_lib6","met9_lib6","vha-6","WBGene00006915","L1","vha-6","WBGene00006915",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,549
"x.hrg_4 met9_lib6","met9_lib6","hrg-4","WBGene00009493","L1","hrg-4","WBGene00009493",NA,"correct",TRUE,TRUE,FALSE,FALSE,FALSE,1
"x.swd_2.2 met9_lib6","met9_lib6","swd-2.2","WBGene00016374","L1","ant-1.3","WBGene00010485",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,1
"x.ceeh_2 met9_lib6","met9_lib6","ceeh-2","WBGene00010628","L1","ceeh-2","WBGene00010628",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.moc_5 met9_lib6","met9_lib6","moc-5","WBGene00009885","L1","moc-5","WBGene00009885",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,20
"x.acl_4 met9_lib6","met9_lib6","acl-4","WBGene00018657","L1","acl-4","WBGene00018657",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.hpo_19 met9_lib6","met9_lib6","hpo-19","WBGene00020268","L1","hpo-19","WBGene00020268",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,824
"x.dyn_1 met9_lib6","met9_lib6","dyn-1","WBGene00001130","L2","dyn-1","WBGene00001130",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,1842
"x.cox_6C met9_lib6","met9_lib6","cox-6C","WBGene00017926","L2","cox-6C","WBGene00017926",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,335
"x.chil_27 met10_lib1","met10_lib1","chil-27","WBGene00011848","L1","chil-27","WBGene00011848",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,11
"x.gly_20 met10_lib1","met10_lib1","gly-20","WBGene00001645","L1","gly-20","WBGene00001645",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.ephx_1 met10_lib1","met10_lib1","ephx-1","WBGene00019487","L1","C01F1.3","WBGene00015298",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,2
"x.gly_13 met10_lib1","met10_lib1","gly-13","WBGene00001638","L1","gly-13","WBGene00001638",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.dpm_1 met10_lib1","met10_lib1","dpm-1","WBGene00022044","L1","dpm-1","WBGene00022044",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,93
"x.dhrs_4 met10_lib1","met10_lib1","dhrs-4","WBGene00010063","L1","dhrs-4","WBGene00010063",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.fmo_4 met10_lib1","met10_lib1","fmo-4","WBGene00001479","L1","fmo-4","WBGene00001479",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,17
"x.sqv_1 met10_lib1","met10_lib1","sqv-1","WBGene00005019","L1","sqv-1","WBGene00005019",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.mogs_1 met10_lib1","met10_lib1","mogs-1","WBGene00008775","L1","mogs-1","WBGene00008775",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.algn_13 met10_lib1","met10_lib1","algn-13","WBGene00011193","L1","algn-13","WBGene00011193",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.VECTORLIKE_cht_4 met10_lib1","met10_lib1","VECTORLIKE-cht-4",NA,"L1","cht-4","WBGene00021252","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified an insert targeting to the non-coding region of C. elegans genome, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,1
"x.chil_8 met10_lib2","met10_lib2","chil-8","WBGene00007473","L1","chil-8","WBGene00007473",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,16
"x.sqv_4 met10_lib2","met10_lib2","sqv-4","WBGene00005022","L1","sqv-4","WBGene00005022",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,19
"x.VECTORLIKE_gfat_2 met10_lib2","met10_lib2","SHORT-heri-1",NA,"L1","gfat-2","WBGene00009035","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~100bp insertion, with 25bp targeting to an exon and 25bp to an intron of heri-1, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,TRUE,5
"x.F39F10.4 met10_lib2","met10_lib2","F39F10.4","WBGene00018204","L1","R04B3.2","WBGene00019867",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,3
"x.mans_4 met10_lib2","met10_lib2","mans-4","WBGene00013881","L1","mans-4","WBGene00013881",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.gbh_1 met10_lib2","met10_lib2","gbh-1","WBGene00001522","L1","gbh-1","WBGene00001522",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.Y49E10.4 met10_lib2","met10_lib2","Y49E10.4","WBGene00013030","L1","Y49E10.4","WBGene00013030",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,6
"x.tyr_4 met10_lib2","met10_lib2","tyr-4","WBGene00016419","L1","tyr-4","WBGene00016419",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.F21D5.1 met10_lib2","met10_lib2","F21D5.1","WBGene00009006","L1","F21D5.1","WBGene00009006",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.F39B2.3 met10_lib2","met10_lib2","F39B2.3","WBGene00009554","L1","F39B2.3","WBGene00009554",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,14
"x.cht_1 met10_lib2","met10_lib2","cht-1","WBGene00000503","L1","cht-1","WBGene00000503",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.aagr_4 met10_lib2","met10_lib2","aagr-4","WBGene00018682","L1","aagr-4","WBGene00018682",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.gly_14 met10_lib3","met10_lib3","gly-14","WBGene00001639","L1","gly-14","WBGene00001639",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,16
"x.T03F6.3 met10_lib3","met10_lib3","T03F6.3","WBGene00011399","L1","T03F6.3","WBGene00011399",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.pigl_1 met10_lib3","met10_lib3","pigl-1","WBGene00013131","L1","pigl-1","WBGene00013131",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,13
"x.C08F8.2 met10_lib3","met10_lib3","C08F8.2","WBGene00007444","L1","gfat-1","WBGene00008546",NA,"swap",TRUE,FALSE,FALSE,FALSE,TRUE,37
"x.K09A9.6 met10_lib3","met10_lib3","K09A9.6","WBGene00010703","L1","K09A9.6","WBGene00010703",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.C10C5.3 met10_lib3","met10_lib3","C10C5.3","WBGene00007507","L1","C10C5.3","WBGene00007507",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.alh_13 met10_lib3","met10_lib3","alh-13","WBGene00011938","L1","alh-13","WBGene00011938",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,91
"x.chil_22 met10_lib3","met10_lib3","chil-22","WBGene00011166","L1","chil-22","WBGene00011166",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.mans_3 met10_lib3","met10_lib3","mans-3","WBGene00020197","L1","mans-3","WBGene00020197",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.F53C11.3 met10_lib3","met10_lib3","F53C11.3","WBGene00009973","L1","F53C11.3","WBGene00009973",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.algn_14 met10_lib4","met10_lib4","algn-14","WBGene00019725","L1","algn-14","WBGene00019725",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,15
"x.ceeh_1 met10_lib4","met10_lib4","ceeh-1","WBGene00019329","L1","ceeh-1","WBGene00019329",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.lars_2 met10_lib4","met10_lib4","lars-2","WBGene00003074","L1","lars-2","WBGene00003074",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,2170
"x.C36A4.4 met10_lib4","met10_lib4","C36A4.4","WBGene00007965","L1","C36A4.4","WBGene00007965",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,14
"x.plc_3 met10_lib4","met10_lib4","plc-3","WBGene00004038","L1","plc-3","WBGene00004038",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,136
"x.C10C5.4 met10_lib4","met10_lib4","C10C5.4","WBGene00007508","L1","C10C5.4","WBGene00007508",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.algn_3 met10_lib4","met10_lib4","algn-3","WBGene00010720","L1","algn-3","WBGene00010720",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,5
"x.lin_46 met10_lib4","met10_lib4","lin-46","WBGene00003031","L1","lin-46","WBGene00003031",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,5
"x.mans_2 met10_lib4","met10_lib4","mans-2","WBGene00008258","L1","mans-2","WBGene00008258",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.acs_20 met10_lib4","met10_lib4","acs-20","WBGene00009218","L1","acs-20","WBGene00009218",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,182
"x.chil_13 met10_lib4","met10_lib4","chil-13","WBGene00010945","L1","chil-13","WBGene00010945",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.ears_2 met10_lib4","met10_lib4","ears-2","WBGene00001338","L1","ears-2","WBGene00001338",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,22
"x.gna_2 met10_lib5","met10_lib5","gna-2","WBGene00001647","L1","gna-2","WBGene00001647",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,222
"x.VECTORLIKE_dars_2 met10_lib5","met10_lib5","SHORT-dars-2",NA,"L1","dars-2","WBGene00001095","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~100bp insertion with 26bp+23bp targeting to two exons of dars-2 , which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,1
"x.chil_11 met10_lib5","met10_lib5","chil-11","WBGene00016665","L1","chil-11","WBGene00016665",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.gna_1 met10_lib6","met10_lib6","gna-1","WBGene00001646","L1","gna-1","WBGene00001646",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,7
"x.hex_3 met10_lib6","met10_lib6","hex-3","WBGene00012663","L1","hex-3","WBGene00012663",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.sars_2 met10_lib6","met10_lib6","sars-2","WBGene00005662","L1","sars-2","WBGene00005662",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,12
"x.mans_1 met10_lib6","met10_lib6","mans-1","WBGene00008411","L1","mans-1","WBGene00008411",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.C14B9.2 met10_lib6","met10_lib6","C14B9.2","WBGene00015752","L1","C14B9.2","WBGene00015752",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.secs_1 met10_lib6","met10_lib6","secs-1","WBGene00008379","L1","secs-1","WBGene00008379",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.dhs_19 met10_lib6","met10_lib6","dhs-19","WBGene00000982","L1","dhs-19","WBGene00000982",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.iars_2 met10_lib6","met10_lib6","iars-2","WBGene00002153","L1","iars-2","WBGene00002153",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,41
"x.cah_6 met10_lib6","met10_lib6","cah-6","WBGene00000284","L1","cah-6","WBGene00000284",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.algn_1 met10_lib6","met10_lib6","algn-1","WBGene00020820","L1","algn-1","WBGene00020820",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,33
"x.chil_23 met10_lib6","met10_lib6","chil-23","WBGene00011167","L1","chil-23","WBGene00011167",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.REALVECTOR_vector met11_lib1","met11_lib1","REALVECTOR-vector [technical replicates]",NA,"L1","REALVECTOR-vector",NA,"Real vector control RNAi that was intentionally spiked in a few experimental batches, processed together and with regular RNAi conditions. [IMPORTANT NOTICE]: DO NOT OR ONLY CAUTIOUSLY USE THIS SAMPLE. IT IS NOT FROM A BIOLOGICAL REPLICATE. IT IS A TECHNICAL REPLICATE (FROM THE SAME TOTAL RNA EXTRACT) OF THE REAL VECTOR SPIKE-IN IN MET11_LIB5 AND MET11_LIB6. THE TECHNICAL REPLICATES WERE FOR OUR INTERNAL USE ONLY.","correct",FALSE,FALSE,FALSE,FALSE,FALSE,3
"x.rpoa_2 met11_lib1","met11_lib1","rpoa-2","WBGene00008781","L2","rpoa-2","WBGene00008781",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,700
"x.bli_3 met11_lib1","met11_lib1","bli-3","WBGene00000253","L4","bli-3","WBGene00000253",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,57
"x.ugt_17 met11_lib1","met11_lib1","ugt-17","WBGene00007422","L1","ugt-17","WBGene00007422",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.elo_5 met11_lib1","met11_lib1","elo-5","WBGene00001243","L1","elo-5","WBGene00001243",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,954
"x.mdh_2 met11_lib1","met11_lib1","mdh-2","WBGene00003162","L2","mdh-2","WBGene00003162",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,182
"x.yars_2 met11_lib1","met11_lib1","yars-2","WBGene00006968","L2","yars-2","WBGene00006968",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,21
"x.ugt_50 met11_lib1","met11_lib1","ugt-50","WBGene00011564","L1","ugt-50","WBGene00011564",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.F38B6.4 met11_lib1","met11_lib1","F38B6.4","WBGene00018174","L1","F38B6.4","WBGene00018174",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.elo_7 met11_lib1","met11_lib1","elo-7","WBGene00001245","L1","elo-7","WBGene00001245",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,4
"x.dars_1 met11_lib1","met11_lib1","dars-1","WBGene00001094","L3","dars-1","WBGene00001094",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,1022
"x.nkb_1 met11_lib1","met11_lib1","nkb-1","WBGene00007646","L2","nkb-1","WBGene00007646",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,16
"x.atp_1 met11_lib1","met11_lib1","atp-1","WBGene00010419","L3","atp-1","WBGene00010419",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,623
"x.tag_335 met11_lib1","met11_lib1","tag-335","WBGene00016583","L2","tag-335","WBGene00016583",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,46
"x.pdhb_1 met11_lib1","met11_lib1","pdhb-1","WBGene00015413","L2","pdhb-1","WBGene00015413",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,5
"x.mpk_1 met11_lib2","met11_lib2","mpk-1","WBGene00003401","L1","mpk-1","WBGene00003401",NA,"correct",TRUE,FALSE,FALSE,FALSE,TRUE,209
"x.eat_6 met11_lib2","met11_lib2","eat-6","WBGene00001137","L2","eat-6","WBGene00001137",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,224
"x.pri_2 met11_lib2","met11_lib2","pri-2","WBGene00004181","L2","pri-2","WBGene00004181",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,411
"x.ugt_47 met11_lib2","met11_lib2","ugt-47","WBGene00011006","L1","ugt-47","WBGene00011006",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.fat_3 met11_lib2","met11_lib2","fat-3","WBGene00001395","L1","fat-3","WBGene00001395",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.ggtb_1 met11_lib2","met11_lib2","ggtb-1","WBGene00015099","L2","ggtb-1","WBGene00015099",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.sbp_1 met11_lib2","met11_lib2","sbp-1","WBGene00004735","L1","sbp-1","WBGene00004735",NA,"correct",TRUE,FALSE,FALSE,FALSE,TRUE,2055
"x.gld_2 met11_lib2","met11_lib2","gld-2","WBGene00001596","L2","gld-2","WBGene00001596",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,556
"x.fars_1 met11_lib2","met11_lib2","fars-1","WBGene00001497","L2","fars-1","WBGene00001497",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,107
"x.T25B9.9 met11_lib2","met11_lib2","T25B9.9","WBGene00012015","L2","T25B9.9","WBGene00012015",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,532
"x.pdha_1 met11_lib2","met11_lib2","pdha-1","WBGene00011510","L2","pdha-1","WBGene00011510",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.lpin_1 met11_lib2","met11_lib2","lpin-1","WBGene00010425","L3","lpin-1","WBGene00010425",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,658
"x.mak_1 met11_lib3","met11_lib3","mak-1","WBGene00010681","L1","mak-1","WBGene00010681",NA,"correct",TRUE,FALSE,FALSE,FALSE,TRUE,11
"x.fat_6 met11_lib3","met11_lib3","fat-6","WBGene00001398","L3","fat-6","WBGene00001398",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,784
"x.ant_1.1 met11_lib3","met11_lib3","ant-1.1","WBGene00006439","L2","ant-1.1","WBGene00006439",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,96
"x.ugt_46 met11_lib3","met11_lib3","ugt-46","WBGene00015141","L1","ugt-46","WBGene00015141",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cpt_2 met11_lib3","met11_lib3","cpt-2","WBGene00011122","L1","cpt-2","WBGene00011122",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.let_363 met11_lib3","met11_lib3","let-363","WBGene00002583","L1","let-363","WBGene00002583",NA,"correct",TRUE,FALSE,FALSE,FALSE,TRUE,552
"x.ugt_22 met11_lib3","met11_lib3","ugt-22","WBGene00007455","L1","ugt-22","WBGene00007455",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.adk_1 met11_lib3","met11_lib3","adk-1","WBGene00011128","L1","adk-1","WBGene00011128",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,724
"x.mccc_1 met11_lib3","met11_lib3","mccc-1","WBGene00009319","L1","mccc-1","WBGene00009319",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,4
"x.Y82E9BR.3 met11_lib3","met11_lib3","Y82E9BR.3","WBGene00022336","L3","Y82E9BR.3","WBGene00022336",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,642
"x.ept_1 met11_lib3","met11_lib3","ept-1","WBGene00018797","L2","ept-1","WBGene00018797",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,889
"x.dlat_1 met11_lib3","met11_lib3","dlat-1","WBGene00009082","L2","dlat-1","WBGene00009082",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,527
"x.vha_2 met11_lib3","met11_lib3","vha-2","WBGene00006911","L3","vha-2","WBGene00006911",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,3047
"x.glp_4 met11_lib4","met11_lib4","glp-4","WBGene00006936","L2","glp-4","WBGene00006936",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,868
"x.pod_2 met11_lib4","met11_lib4","pod-2","WBGene00004076","L2","pod-2","WBGene00004076",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,1405
"x.asp_1 met11_lib4","met11_lib4","asp-1","WBGene00000214","L1","asp-1","WBGene00000214",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,5
"x.mtrr_1 met11_lib4","met11_lib4","mtrr-1","WBGene00006510","L1","mtrr-1","WBGene00006510",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.cept_1 met11_lib4","met11_lib4","cept-1","WBGene00009057","L1","cept-1","WBGene00009057",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,5
"x.rpb_8 met11_lib4","met11_lib4","rpb-8","WBGene00017830","L2","rpb-8","WBGene00017830",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,89
"x.ugt_12 met11_lib4","met11_lib4","ugt-12","WBGene00020592","L1","ugt-12","WBGene00020592",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.dld_1 met11_lib4","met11_lib4","dld-1","WBGene00010794","L1","dld-1","WBGene00010794",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,238
"x.gcst_1 met11_lib4","met11_lib4","gcst-1","WBGene00017765","L1","gcst-1","WBGene00017765",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.upb_1 met11_lib4","met11_lib4","upb-1","WBGene00017440","L1","upb-1","WBGene00017440",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.fah_1 met11_lib4","met11_lib4","fah-1","WBGene00019620","L3","fah-1","WBGene00019620",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,913
"x.fars_3 met11_lib4","met11_lib4","fars-3","WBGene00001498","L3","fars-3","WBGene00001498",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,816
"x.rpc_1 met11_lib4","met11_lib4","rpc-1","WBGene00004411","L2","rpc-1","WBGene00004411",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,125
"x.vha_5 met11_lib4","met11_lib4","vha-5","WBGene00006914","L3","alh-13","WBGene00011938",NA,"swap",TRUE,TRUE,TRUE,TRUE,TRUE,238
"x.vha_19 met11_lib4","met11_lib4","vha-19","WBGene00021952","L3","vha-19","WBGene00021952",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,1471
"x.vha_5 met11_lib5","met11_lib5","vha-5","WBGene00006914","L2","vha-5","WBGene00006914",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,1067
"x.tars_1 met11_lib5","met11_lib5","tars-1","WBGene00006617","L2","tars-1","WBGene00006617",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,944
"x.pap_1 met11_lib5","met11_lib5","pap-1","WBGene00012528","L2","pap-1","WBGene00012528",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,125
"x.acdh_1 met11_lib5","met11_lib5","acdh-1","WBGene00016943","L1","acdh-1","WBGene00016943",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,24
"x.fntb_1 met11_lib5","met11_lib5","fntb-1","WBGene00006465","L1","fntb-1","WBGene00006465",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.metr_1 met11_lib5","met11_lib5","metr-1","WBGene00010988","L1","metr-1","WBGene00010988",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,50
"x.let_611 met11_lib5","met11_lib5","let-611","WBGene00016750","L2","let-611","WBGene00016750",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,593
"x.dif_1 met11_lib5","met11_lib5","dif-1","WBGene00000996","L1","dif-1","WBGene00000996",NA,"correct",TRUE,TRUE,FALSE,FALSE,FALSE,0
"x.glod_4 met11_lib5","met11_lib5","glod-4","WBGene00006448","L1","glod-4","WBGene00006448",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.crls_1 met11_lib5","met11_lib5","crls-1","WBGene00017763","L1","crls-1","WBGene00017763",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.aak_2 met11_lib5","met11_lib5","aak-2","WBGene00020142","L1","aak-2","WBGene00020142",NA,"correct",TRUE,FALSE,FALSE,FALSE,FALSE,2
"x.F32D8.12 met11_lib5","met11_lib5","F32D8.12","WBGene00009334","L1","F32D8.12","WBGene00009334",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.vars_1 met11_lib5","met11_lib5","vars-1","WBGene00006935","L2","vars-1","WBGene00006935",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,76
"x.aars_2 met11_lib5","met11_lib5","aars-2","WBGene00000197","L3","aars-2","WBGene00000197",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,827
"x.F26E4.4 met11_lib6","met11_lib6","F26E4.4","WBGene00009159","L2","F26E4.4","WBGene00009159",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,18
"x.nduf_6 met11_lib6","met11_lib6","nduf-6","WBGene00009051","L2","pyp-1","WBGene00008149",NA,"swap",TRUE,TRUE,TRUE,TRUE,TRUE,43
"x.rpb_5 met11_lib6","met11_lib6","rpb-5","WBGene00019246","L2","rpb-5","WBGene00019246",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,397
