rxnID,rxnFormula,LB,UB,note
DGR0029,2 h2o[e] + thmpp[e]  -> h[e] + 2 pi[e] + thm[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0001,2.324 h2o[m] + 0.324 atp[m] + 2 gtp[m] + 0.026832 tyrtrna[m] + 0.020458 mettrna[m] + 0.045815 sertrna[m] + 0.064946 asptrna[m] + 0.094618 glytrna[m] + 0.043238 protrna[m] + 0.008665 cystrna[m] + 0.067386 glutrna[m] + 0.037694 glntrna[m] + 0.035405 asntrna[m] + 0.048846 argtrna[m] + 0.008944 trptrna[m] + 0.035592 phetrna[m] + 0.01782 histrna[m] + 0.049868 thrtrna[m] + 0.082051 leutrna[m] + 0.053231 iletrna[m] + 0.071622 lystrna[m] + 0.111867 alatrna[m] + 0.075105 valtrna[m]  -> 3.324 h[m] + 0.324 adp[m] + 2.324 pi[m] + 2 gdp[m] + 0.026832 trnatyr[m] + 0.020458 trnamet[m] + 0.045815 trnaser[m] + 0.064946 trnaasp[m] + 0.094618 trnagly[m] + 0.043238 trnapro[m] + 0.008665 trnacys[m] + 0.067386 trnaglu[m] + 0.037694 trnagln[m] + 0.035405 trnaasn[m] + 0.048846 trnaarg[m] + 0.008944 trnatrp[m] + 0.035592 trnaphe[m] + 0.01782 trnahis[m] + 0.049868 trnathr[m] + 0.082051 trnaleu[m] + 0.053231 trnaile[m] + 0.071622 trnalys[m] + 0.111867 trnaala[m] + 0.075105 trnaval[m] + prot_mito[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0002,0.324 atp[c] + 2.324 h2o[c] + 2 gtp[c] + 0.027882 tyrtrna[c] + 0.012181 mettrna[c] + 0.051284 sertrna[c] + 0.084822 asptrna[c] + 0.074691 glytrna[c] + 0.045145 protrna[c] + 0.000208 cystrna[c] + 0.085568 glutrna[c] + 0.026184 glntrna[c] + 0.025739 asntrna[c] + 0.042387 argtrna[c] + 0.007259 trptrna[c] + 0.036544 phetrna[c] + 0.017927 histrna[c] + 0.052305 thrtrna[c] + 0.079867 leutrna[c] + 0.052143 iletrna[c] + 0.079083 lystrna[c] + 0.12769 alatrna[c] + 0.071091 valtrna[c]  -> 0.324 adp[c] + 3.324 h[c] + 2.324 pi[c] + 2 gdp[c] + 0.027882 trnatyr[c] + 0.012181 trnamet[c] + 0.051284 trnaser[c] + 0.084822 trnaasp[c] + 0.074691 trnagly[c] + 0.045145 trnapro[c] + 0.000208 trnacys[c] + 0.085568 trnaglu[c] + 0.026184 trnagln[c] + 0.025739 trnaasn[c] + 0.042387 trnaarg[c] + 0.007259 trnatrp[c] + 0.036544 trnaphe[c] + 0.017927 trnahis[c] + 0.052305 trnathr[c] + 0.079867 trnaleu[c] + 0.052143 trnaile[c] + 0.079083 trnalys[c] + 0.12769 trnaala[c] + 0.071091 trnaval[c] + prot_other[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0003,0.639534 atp[c] + 0.406032 h2o[c] + 0.233503 gtp[c] + 0.228426 ctp[c] + 0.304569 utp[c]  -> 0.406032 adp[c] + 0.406032 h[c] + 0.406032 pi[c] + ppi[c] + RNA[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0004,0.368 atp[c] + 0.368 h2o[c] + 0.325 datp[c] + 0.175 dgtp[c] + 0.175 dctp[c] + 0.325 dttp[c]  -> 0.368 adp[c] + 0.368 h[c] + 0.368 pi[c] + ppi[c] + DNA[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0005,0.051607 pmtcoa[c] + 0.033335 tdcoa[c] + 0.039136 fa17p0isocoa[c] + 0.041849 stcoa[c] + 0.070249 odecoa[c] + 0.035378 lnlccoa[c] + 0.016289 eicostetcoa[c] + 0.026969 dlnlcgcoa[c] + 0.008687 arachdcoa[c] + 0.033888 tmndnccoa[c] + 0.02991 fa16p1n7coa[c] + 0.170938 vacccoa[c] + 0.077813 fa15p0isocoa[c] + 0.000111 fa19c11coa[c] + 0.354879 fa17c9coa[c] + 0.008964 lgnccoa[c]  <=> Rtotal3coa[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
BIO0006,0.051383 pmtcoa[c] + 0.009855 tdcoa[c] + 0.030888 fa17p0isocoa[c] + 0.105017 stcoa[c] + 0.025021 odecoa[c] + 0.052693 lnlccoa[c] + 0.099154 eicostetcoa[c] + 0.071255 dlnlcgcoa[c] + 0.026371 arachdcoa[c] + 0.233615 tmndnccoa[c] + 0.011369 fa16p1n7coa[c] + 0.170596 vacccoa[c] + 0.023869 fa15p0isocoa[c] + 1e-05 fa19c11coa[c] + 0.080196 fa17c9coa[c] + 0.008707 lgnccoa[c]  <=> Rtotalcoa[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
BIO0007,ocdca[c]  <=> Rtotal7[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
BIO0008,0.313837 pchol[c] + 0.015689 lpchol[c] + 0.359684 pe[c] + 0.005009 ps[c] + 0.015693 pail[c] + 0.015696 clpn[c] + 0.079557 sphmyln_ce[c] + 0.108903 akac2gpe[c] + 0.009698 akac2gchol[c] + 0.076233 alkenac2gpe[c]  -> PhosphoL[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0009,0.028141 m4masn[c] + 0.013612 nm3masn[c] + 0.015623 nm2masn[c] + 0.01185 fn2m2masn[c] + 0.032462 m3masn[c] + 0.03835 m2masn[c] + 0.01648 fm2masn[c] + 0.843482 chitin[c]  -> 0.156518 asn-L[c] + Glycans[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0010,16 atp[c] + 16 h2o[c] + Biomass[c]  -> 16 adp[c] + 16 h[c] + 16 pi[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0011,Rtotalcoa[c]  <=> Rtotal2coa[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
BIO0012,Rtotal3coa[c]  <=> Rtotal4coa[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
BIO0013,Rtotal3coa[c]  <=> Rtotal5coa[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
BIO0014,Rtotalcoa[c]  <=> Rtotal6coa[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
BIO0015,focytC[m] + protSfar[c] + protSger[c] + protSfarC[c] + 4 pepd[c] + protSgerC[c] + protSfarCmet[c] + protSgerCmet[c] + hemeprotein[c] + ISclustprot[m]  -> 6 protCys[c] + apocytc[m] + apohemeprotein[c] + apoISclustprot[m] + biomass_minor[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0100,0.117468 tag[c] + 0.204599 glycogen[c] + 0.029368 tre[c] + 0.202508 collg[c] + 1.15265 prot_mito[m] + 4.02871 prot_other[c] + 0.188823 RNA[c] + 0.129849 PhosphoL[c] + 0.058654 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0101,0.238613 collg[c] + 1.35815 prot_mito[m] + 4.747 prot_other[c] + 0.222489 RNA[c] + 0.153 PhosphoL[c] + 0.069111 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0102,0.116853 tag[c] + 0.203528 glycogen[c] + 0.029215 tre[c] + 1.14661 prot_mito[m] + 4.58014 prot_other[c] + 0.187835 RNA[c] + 0.016249 DNA[c] + 0.129169 PhosphoL[c] + 0.058347 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0103,0.237144 collg[c] + 1.34979 prot_mito[m] + 4.71777 prot_other[c] + 0.221119 RNA[c] + 0.019129 DNA[c] + 0.152058 PhosphoL[c] + 0.068686 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0104,0.117468 tag[c] + 0.204599 glycogen[c] + 0.029368 tre[c] + 1.15265 prot_mito[m] + 4.60424 prot_other[c] + 0.188823 RNA[c] + 0.129849 PhosphoL[c] + 0.058654 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0105,1.34979 prot_mito[m] + 5.39173 prot_other[c] + 0.221119 RNA[c] + 0.019129 DNA[c] + 0.152058 PhosphoL[c] + 0.068686 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0106,1.35815 prot_mito[m] + 5.42514 prot_other[c] + 0.222489 RNA[c] + 0.153 PhosphoL[c] + 0.069111 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
BIO0107,0.116853 tag[c] + 0.203528 glycogen[c] + 0.029215 tre[c] + 0.201448 collg[c] + 1.14661 prot_mito[m] + 4.00762 prot_other[c] + 0.187835 RNA[c] + 0.016249 DNA[c] + 0.129169 PhosphoL[c] + 0.058347 Glycans[c] + 0.0001 biomass_minor[c]  -> Biomass[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0001,pydx5p[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0002,adocbl[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0005,hemeo[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0006,hemea[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0007,fe2[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0008,fe3[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0009,gcynala[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0012,glycogen[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0013,tre[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0014,tag[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0015,eumelanin[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0016,polyadprib[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0017,thmpp[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0018,thmpp[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0020,h2o[c] + pepasp3oh[c]  -> asp-L[c] + pepX[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0021,pchltn[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0022,fad[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0023,fad[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0024,moco[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0025,metsel[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0026,retinal[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0027,retinal-cis-9[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0028,retpalm[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0029,retpalm-cis-11[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0030,fa16p1n7[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0031,fa17c9[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0032,fa19c11[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0033,qh2[c]  -> q[c] ,0,0.01,"Only allow minimal cytosolic q regeneration since this reaction is not masss-balanced and causes redox leak. It represents oxidative stress per model reconstruction note #31."
DMN0034,spmd[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0035,sprm[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0036,Nmelys[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0038,ascb-L[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0039,q[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0040,trypta[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0041,kynate[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0042,cinnavalininate[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0043,quln[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0044,coa[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0045,itp[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0046,7thf[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0047,7thf[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0048,dhbpt[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0054,pail3p[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0055,pail34p[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0056,Ndmelys[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0057,Ntmelys[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0058,2 urea[c] + tmao[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0059,glutaur[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0060,alkenac2gp[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0061,alkenac2g[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0062,alkenglyc[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0063,leuktrB4woh[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0064,5HETE[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0065,20HETE[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0066,prostge2[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0067,prostgd2[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0068,dhet[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0069,2pglyc[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0070,Naclys[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0071,Nlys[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0072,h2o[c] + pepasn3oh[c]  -> asn-L[c] + pepX[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0073,0.324 atp[c] + 2.324 h2o[c] + 2 gtp[c] + sectrna[c]  -> 0.324 adp[c] + 3.324 h[c] + 2.324 pi[c] + 2 gdp[c] + trnasec[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0074,f26bp[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0075,dolp[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0077,dhnpt[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0078,xol25one[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0080,fa11c3coa[m]  -> coa[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0083,l2fn2m2masn[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0084,udpxyl[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0085,udp4k6dg[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0086,cbl1[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0082,rq9[m]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN1007,mi134p[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN1001,35diotyr[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK1002,caphis[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK1003,pdipht[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN1004,mi13456p[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN1005,forssman_ce[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN1006,gpail[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
DMN0100,h_pumped[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0101,fuc-L[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
SNK0102,argp[c]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5001,pmtcrn[c]  -> pmtcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5002,ttdcrn[c]  -> ttdcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5003,ddcrn[c]  -> ddcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5004,ivcoa[c]  <=> ivcoa[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5004,atp[c] + h2o[c] + cbl1[e]  -> adp[c] + h[c] + pi[c] + cbl1[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5005,atp[c] + h2o[c] + adocbl[e]  -> adp[c] + h[c] + pi[c] + adocbl[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5005,cbl1[c]  <=> cbl1[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5006,adocbl[c]  <=> adocbl[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5006,pheme[e]  -> pheme[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5007,cyanala[e]  <=> cyanala[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5007,cyanala[m]  <=> cyanala[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5008,h2s[m]  <=> h2s[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5008,acser[e]  -> acser[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5009,fa16p1n7crn[c]  -> fa16p1n7crn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5010,fa11c3crn[c]  -> fa11c3crn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5011,fa17c9crn[c]  -> fa17c9crn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5012,fa19c11crn[c]  -> fa19c11crn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5013,fa15p0isocrn[c]  -> fa15p0isocrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5014,fa17p0isocrn[c]  -> fa17p0isocrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5015,fa9p0isocrn[c]  -> fa9p0isocrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5016,glcn[e]  <=> glcn[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5017,thm[e]  <=> thm[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5018,thmpp[c]  -> thmpp[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5019,atp[c] + h2o[c] + 2 k[e] + 3 na1[c]  -> adp[c] + h[c] + pi[c] + 2 k[c] + 3 na1[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5020,ribflv[e]  -> ribflv[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5021,2hglut[c]  <=> 2hglut[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5022,sedh[c]  <=> sedh[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5023,atp[c] + h2o[c] + mobd[e]  -> adp[c] + h[c] + pi[c] + mobd[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5024,caro[c]  <=> caro[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5501,2 cl[e] + oh1[c]  -> 2 cl[c] + oh1[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5502,i[e]  <=> i[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5027,cys-L[c]  -> cys-L[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5029,pcrn[c]  -> pcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5030,ala-L[c]  -> ala-L[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5031,acorn[e]  <=> acorn[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5075,2hyoxplac[c]  <=> 2hyoxplac[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5076,peamn[c]  -> peamn[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5077,pad[c]  -> pad[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5078,enphpyr[c]  -> enphpyr[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5032,nonadp[c]  <=> nonadp[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5510,akg[m] + 2oxoadp[c]  <=> akg[c] + 2oxoadp[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5034,ppa[c]  <=> ppa[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5035,ppa[e]  <=> ppa[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5036,oh1[c]  <=> oh1[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5037,q8[c]  <=> q8[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5038,clb[c]  <=> clb[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5040,7a3o4chlstnt[e]  <=> 7a3o4chlstnt[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5041,lcts[e]  <=> lcts[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5042,glcur[e]  <=> glcur[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5043,glcr[e]  <=> glcr[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5045,glyclt[e]  <=> glyclt[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5046,tma[e]  <=> tma[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5047,atp[c] + pi[m]  -> pi[c] + atp[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5048,occrn[c]  -> occrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5049,arachdcrn[c]  -> arachdcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5050,dlnlcgcrn[c]  -> dlnlcgcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5051,eicostetcrn[c]  -> eicostetcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5052,fa8p1n3crn[c]  -> fa8p1n3crn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5053,lnlccrn[c]  -> lnlccrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5054,odecrn[c]  -> odecrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5055,stcrn[c]  -> stcrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5056,tmndnccrn[c]  -> tmndnccrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5057,vacccrn[c]  -> vacccrn[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5058,2obut[m]  -> 2obut[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5059,2obut[c]  -> 2obut[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5060,mthgxl[c]  -> mthgxl[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCM5061,fe3[c]  <=> fe3[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5062,3aib-D[c]  <=> 3aib-D[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5063,12ppd-R[e]  <=> 12ppd-R[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5064,tmlys[c]  <=> tmlys[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5065,3htmelys[c]  <=> 3htmelys[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5066,selnt[c]  <=> selnt[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5067,sl-L[c]  <=> sl-L[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5504,sl-L[c]  -> sl-L[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5069,selcys[c]  <=> selcys[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5070,fmn[e]  -> fmn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5071,athr-L[c]  <=> athr-L[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5072,selmeth[e]  <=> selmeth[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5073,lpglyc[e]  -> lpglyc[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5074,acg3ps[e]  -> acg3ps[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5079,q8[c]  <=> q8[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5080,acgam[c]  <=> acgam[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5505,h[c]  <=> h[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5082,tre[c]  <=> tre[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5083,xanate[c]  <=> xanate[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5084,fol[c]  <=> fol[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5085,glc-D[c]  <=> glc-D[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5086,chsterol[e]  -> chsterol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5092,galt[c]  <=> galt[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5093,akgm[c]  -> akgm[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5094,octpmn[c]  -> octpmn[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE7728,ind3ac[c]  <=> ind3ac[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE9072,stachyose[c]  <=> stachyose[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE7666,mhista[c]  <=> mhista[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE7572,5hoxindoa[c]  <=> 5hoxindoa[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE6001,tststerone[c]  <=> tststerone[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE6002,acgal[c]  <=> acgal[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCM5095,glu-L[c] + asp-L[m]  <=> glu-L[m] + asp-L[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5096,4hbz[c]  -> 4hbz[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5097,atp[c] + h2o[c] + adocbl[c]  -> adp[c] + h[c] + pi[c] + adocbl[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5098,asp-D[c]  <=> asp-D[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5099,mobd[c]  -> mobd[e] ,0,1000,"Original iCEL1314 reaction and default constraints."
TCE5100,crmp_ce[c]  <=> crmp_ce[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
TCE5101,spc_ce[c]  <=> spc_ce[e] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
